Nazwa;KOSZT;KOSZ Z MARŻĄ;Pomiń marże;Opis;Main Flaga;Flaga;ItemCategory;ItemType;ItemGroupType;PLIK;Stackowanie;Instancja[OLD];visualInstance;Instancja [SAGA3];Waga;Tier;adminRank;hideNick;Liczba użyć;Stamina 1 Hit;HP 1 hit;Mana 1 Hit;Stamina;HP;MANA;Rodzaj Obrażeń;DMG;Zasięg;W: Siła;W: Zręczność;W: Inteligencja;healing_tick;efekt czaru;Instancja przemiany;HP przemiany;W: Krąg;W: Mana;runeType;Przedmiot do naprawy;Wytrzymałość;canRob;Podatek Silden %;Podatek Geldern %;expirationTime;foodType;enduranceCost;arrowSpeed;Obuchowa;Pociski;Sieczna;Magia;Ogień;Upadek;Profesja;Kategoria;model nazwa;Do katalogu?
Tarcza De Montreuil;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Montreuil;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_MONTREUIL_SHIELD_WODDEN;-;ITSH_GS_49;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcze De Rochefort;BRAK;BRAK;FAŁSZ;Drewniana tarcze De Rochefort;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_ROCHEFORT_SHIELD_WODDEN;-;ITSH_GS_50;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza De Aranda;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Aranda;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;LINK;-;ITSH_GS_29;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza De Trevelez;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Trevelez;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_TREVELEZ_SHIELD_WODDEN;-;ITSH_GS_51;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Della Sorella;BRAK;BRAK;FAŁSZ;Drewniana tarcza Della Sorella;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DELLA_SORELLA_SHIELD_WODDEN;-;ITSH_GS_52;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Chevalier de Noirval;BRAK;BRAK;FAŁSZ;Drewniana tarcza Chevalier de Noirval;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;LINK;-;ITSH_GS_30;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Di Rosavero;BRAK;BRAK;FAŁSZ;Drewniana tarcza Di Rosavero;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DI_ROSAVERO_SHIELD_WODDEN;-;ITSH_GS_53;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Du Marquant;BRAK;BRAK;FAŁSZ;Drewniana tarcza Du Marquant;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DU_MARQUANT_SHIELD_WODDEN;-;ITSH_GS_54;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Conto di Falconi;BRAK;BRAK;FAŁSZ;Drewniana tarcza Conto di Falconi;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;LINK;-;ITSH_GS_31;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza De Brevillac;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Brevillac;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_BREVILLAC_SHIELD_WODDEN;-;ITSH_GS_55;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza De Castroviejo;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Castroviejo;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_CASTROVIEJO_SHIELD_WODDEN;-;ITSH_GS_56;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza De Valcour;BRAK;BRAK;FAŁSZ;Drewniana tarcza De Valcour;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_WODDEN;-;ITSH_GS_57;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Drewniana tarcza du Garlande;BRAK;BRAK;FAŁSZ;Drewniana tarcza du Garlande;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_WODDEN;-;ITSH_GS_73;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Drewniana tarcza Gertz;BRAK;BRAK;FAŁSZ;Drewniana tarcza Gertz;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_WODDEN;-;ITSH_GS_75;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza Harbard;BRAK;BRAK;FAŁSZ;Tarcza Harbard;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_WODDEN;-;ITSH_GS_77;1,5;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;10;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;2;2;2;0;0;0;;;;FAŁSZ
Tarcza do pogromów;BRAK;BRAK;FAŁSZ;Tarcza do pogromów;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;ITSH_DIV_SHIELD_TURMSCHILD_01;-;ITSH_GS_32;2;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;0;0;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;4;4;4;0;0;0;;;;FAŁSZ
Księżycowa tarcza;BRAK;BRAK;FAŁSZ;Księżycowa tarcza;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;ITSH_SHIELD_A_FENCING;-;ITSH_GS_33;2;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;150;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;4;4;4;0;0;0;;;;FAŁSZ
Stara tarcza paladyna;BRAK;BRAK;FAŁSZ;Stara tarcza paladyna;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;ITSH_SHIELD_A_PALADIN_OLD;-;ITSH_GS_34;3;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;35;35;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do pancerzy;200;FAŁSZ;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Lare;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Lare;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_LARE_SHIELD_IRON;-;ITSH_GS_35;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Clare;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Clare;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_CLARE_SHIELD_IRON;-;ITSH_GS_36;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Wyndyham;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Wyndyham;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_WYNDYHAM_SHIELD_IRON;-;ITSH_GS_37;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Van Aelst;BRAK;BRAK;FAŁSZ;Stalowa tarcza Van Aelst;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VAN_AELST_SHIELD_IRON;-;ITSH_GS_38;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Vingemont;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Vingemont;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VINGEMONT;-;ITSH_GS_39;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Van De Graff;BRAK;BRAK;FAŁSZ;Stalowa tarcza Van De Graff;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VAN_DE_GRAFF_SHIELD_IRON;-;ITSH_GS_40;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Chevalier Ed Noirval;BRAK;BRAK;FAŁSZ;Stalowa tarcza Chevalier Ed Noirval;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;CHEVALIER_ED_NOIRVAL_SHIELD_IRON;-;ITSH_GS_41;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Aranda;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Aranda;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;FLAG_DE_ARANDA_SHIELD_IRON;-;ITSH_GS_42;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Van Moorendael;BRAK;BRAK;FAŁSZ;Stalowa tarcza Van Moorendael;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VAN_MOORENDAEL_SHIELD_IRON;-;ITSH_GS_58;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Von Bruckenthal;BRAK;BRAK;FAŁSZ;Stalowa tarcza Von Bruckenthal;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VON_BRUCKENTHAL_SHIELD_IRON;-;ITSH_GS_59;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Von Falkenrot;BRAK;BRAK;FAŁSZ;Stalowa tarcza Von Falkenrot;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VON_FALKENROT_SHIELD_IRON;-;ITSH_GS_60;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Von Lindenthal;BRAK;BRAK;FAŁSZ;Stalowa tarcza Von Lindenthal;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VON_LINDENTHAL_SHIELD_IRON;-;ITSH_GS_61;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Van Aerendaal;BRAK;BRAK;FAŁSZ;Stalowa tarcza Van Aerendaal;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;VAN_AERENDAAL_SHIELD_IRON;-;ITSH_GS_62;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Fournelle;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Fournelle;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_FOURNELLE_SHIELD_IRON;-;ITSH_GS_63;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Montreuil;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Montreuil;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_MONTREUIL_SHIELD_IRON;-;ITSH_GS_64;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcze De Rochefort;BRAK;BRAK;FAŁSZ;Stalowa tarcze De Rochefort;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_ROCHEFORT_SHIELD_IRON;-;ITSH_GS_65;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Trevelez;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Trevelez;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_TREVELEZ_SHIELD_IRON;-;ITSH_GS_66;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Della Sorella;BRAK;BRAK;FAŁSZ;Stalowa tarcza Della Sorella;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DELLA_SORELLA_SHIELD_IRON;-;ITSH_GS_67;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Di Rosavero;BRAK;BRAK;FAŁSZ;Stalowa tarcza Di Rosavero;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DI_ROSAVERO_SHIELD_IRON;-;ITSH_GS_68;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza Du Marquant;BRAK;BRAK;FAŁSZ;Stalowa tarcza Du Marquant;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DU_MARQUANT_SHIELD_IRON;-;ITSH_GS_69;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Brevillac;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Brevillac;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_BREVILLAC_SHIELD_IRON;-;ITSH_GS_70;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Castroviejo;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Castroviejo;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_CASTROVIEJO_SHIELD_IRON;-;ITSH_GS_71;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza De Valcour;BRAK;BRAK;FAŁSZ;Stalowa tarcza De Valcour;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_IRON;-;ITSH_GS_72;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
Stalowa tarcza du Garlande;BRAK;BRAK;FAŁSZ;Stalowa tarcza du Garlande;ITEM_CAT_NONE;ITEM_FLAG_SHIELD;Shield;Shield;AdminShield;shields;FAŁSZ;DE_VALCOUR_SHIELD_IRON;-;ITSH_GS_74;2,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;20;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do pancerzy;200;PRAWDA;5;5;BRAK;BRAK;BRAK;BRAK;6;6;6;0;0;0;;;;FAŁSZ
